frame,person_id,x1,y1,x2,y2
1,0,953,524,1223,866
1,1,1623,551,1901,837
1,2,1379,418,1558,639
2,0,953,523,1223,866
2,2,1379,418,1558,640
2,1,1623,551,1901,832
3,0,953,523,1222,865
3,2,1380,418,1558,640
3,1,1622,551,1899,826
4,0,953,523,1222,865
4,2,1379,419,1557,639
4,1,1623,551,1900,821
5,1,1622,551,1900,821
5,0,952,524,1222,866
5,2,1378,419,1557,639
6,0,952,524,1222,866
6,1,1623,551,1900,821
6,2,1378,419,1557,639
7,0,952,524,1223,867
7,1,1623,551,1901,822
7,2,1378,419,1558,639
8,2,1378,419,1558,640
8,0,952,525,1223,868
8,1,1622,552,1901,827
9,0,952,525,1223,868
9,2,1379,419,1558,640
9,1,1622,552,1901,833
10,0,951,524,1223,868
10,2,1379,419,1558,639
10,1,1622,552,1901,837
11,0,952,524,1223,868
11,2,1379,419,1558,640
11,1,1622,553,1901,839
12,0,951,525,1223,868
12,1,1621,552,1901,839
12,2,1379,419,1558,639
13,0,951,525,1223,868
13,1,1621,552,1901,840
13,2,1379,419,1558,640
14,0,951,525,1222,868
14,2,1379,420,1558,639
14,1,1622,553,1901,834
15,0,951,525,1223,868
15,2,1380,420,1558,639
15,1,1622,553,1900,827
16,0,951,525,1223,868
16,2,1379,420,1558,639
16,1,1623,553,1900,819
17,0,950,526,1222,868
17,2,1380,420,1558,639
17,1,1623,553,1900,818
18,1,1623,552,1900,817
18,0,949,525,1222,868
18,2,1378,420,1557,638
19,0,947,525,1221,868
19,1,1622,552,1900,821
19,2,1378,420,1555,636
20,0,947,525,1221,869
20,2,1378,420,1555,636
20,1,1622,552,1900,828
21,0,947,525,1221,869
21,2,1379,420,1556,637
21,1,1622,552,1900,832
22,0,947,525,1220,869
22,1,1622,553,1900,831
22,2,1379,419,1557,637
23,0,947,525,1220,869
23,2,1379,419,1558,639
23,1,1621,553,1899,837
24,0,946,526,1219,869
24,1,1620,553,1899,834
24,2,1378,419,1555,638
25,2,1378,419,1555,638
25,0,945,525,1219,870
25,1,1620,553,1898,833
26,0,945,525,1219,870
26,2,1377,419,1556,638
26,1,1620,553,1898,829
27,0,945,525,1219,871
27,1,1619,553,1898,829
27,2,1378,419,1555,638
28,0,944,525,1218,871
28,2,1379,419,1554,637
28,1,1619,553,1897,835
29,0,944,525,1218,870
29,2,1379,419,1554,637
29,1,1619,553,1896,820
30,0,944,525,1217,871
30,2,1381,420,1554,637
30,1,1619,554,1897,829
31,0,944,526,1218,871
31,2,1377,420,1554,637
31,1,1618,555,1896,820
32,0,943,526,1217,871
32,2,1377,420,1554,637
32,1,1618,555,1896,825
33,0,943,526,1217,871
33,2,1377,420,1554,638
33,1,1618,556,1897,826
34,0,943,526,1217,871
34,2,1378,420,1554,639
34,1,1618,556,1897,823
35,0,943,526,1217,872
35,2,1378,420,1554,639
35,1,1618,556,1897,825
36,0,942,527,1217,872
36,2,1377,420,1553,640
36,1,1618,556,1897,831
37,0,942,527,1217,872
37,1,1618,556,1896,829
37,2,1378,421,1552,638
38,0,942,527,1217,872
38,1,1618,556,1896,831
38,2,1378,420,1554,639
39,0,942,527,1217,872
39,2,1378,420,1554,638
39,1,1618,556,1897,836
40,0,942,526,1217,872
40,2,1378,420,1553,638
40,1,1618,556,1897,827
40,3,943,527,1222,1077
41,0,942,526,1217,872
41,2,1378,421,1553,637
41,1,1617,555,1897,833
42,0,942,526,1217,872
42,3,943,527,1221,1078
42,2,1378,420,1553,637
42,1,1617,555,1896,829
43,0,942,526,1217,872
43,3,943,527,1221,1077
43,2,1378,420,1553,637
43,1,1618,555,1896,831
44,0,942,526,1217,872
44,2,1378,420,1553,637
44,1,1618,555,1896,827
45,0,942,526,1217,872
45,2,1378,420,1553,637
45,1,1617,555,1896,823
46,0,942,526,1217,872
46,2,1378,420,1553,637
46,1,1617,555,1896,831
47,0,942,526,1217,872
47,3,944,527,1221,1077
47,2,1377,420,1553,637
47,1,1617,556,1897,833
48,3,944,527,1221,1078
48,0,943,526,1217,872
48,2,1377,420,1553,637
48,1,1617,556,1897,836
49,0,943,526,1217,872
49,3,944,527,1221,1078
49,2,1377,420,1553,638
49,1,1618,556,1897,833
50,0,943,526,1217,872
50,3,944,527,1221,1078
50,2,1376,420,1553,638
50,1,1617,556,1897,836
51,0,943,525,1217,872
51,3,944,526,1221,1078
51,1,1617,556,1897,837
51,2,1377,420,1553,638
52,3,944,526,1221,1078
52,0,943,525,1217,872
52,2,1376,420,1553,638
52,1,1617,555,1896,833
53,0,943,525,1217,872
53,2,1377,420,1553,639
53,1,1617,555,1896,837
54,3,944,526,1221,1077
54,0,943,525,1216,871
54,2,1377,419,1553,638
54,1,1618,555,1897,828
55,3,944,526,1221,1077
55,1,1618,555,1897,828
55,0,943,525,1216,872
55,2,1377,420,1553,638
56,0,942,526,1216,872
56,3,943,527,1221,1077
56,2,1378,419,1553,638
56,1,1617,555,1897,821
57,1,1617,555,1897,821
57,0,942,526,1216,872
57,2,1378,419,1553,638
58,0,942,526,1216,872
58,2,1378,420,1553,638
58,1,1617,555,1897,822
59,0,942,526,1216,871
59,2,1379,420,1553,638
59,1,1617,555,1897,824
60,0,942,526,1216,871
60,2,1379,420,1553,638
60,1,1617,555,1897,826
61,0,942,525,1216,871
61,2,1379,421,1553,638
61,1,1617,555,1896,828
62,0,942,525,1215,871
62,2,1379,420,1553,639
62,1,1617,555,1896,829
63,0,942,525,1215,871
63,2,1379,420,1553,639
63,1,1617,555,1896,830
64,0,942,525,1215,871
64,2,1379,420,1553,638
64,1,1617,555,1896,829
65,0,942,525,1216,870
65,2,1379,420,1553,639
65,1,1617,555,1896,832
66,0,942,525,1216,870
66,2,1379,420,1553,639
66,1,1616,555,1896,828
67,0,942,525,1216,871
67,2,1379,420,1553,639
67,1,1616,555,1896,830
68,0,942,525,1216,871
68,2,1379,420,1553,639
68,3,943,526,1222,1076
68,1,1616,555,1896,827
69,0,942,525,1216,871
69,3,943,526,1221,1076
69,2,1379,420,1553,639
69,1,1615,555,1896,826
70,0,942,525,1216,871
70,3,943,526,1221,1077
70,1,1616,555,1896,825
70,2,1380,420,1553,640
71,3,943,526,1221,1077
71,0,942,525,1216,871
71,1,1615,556,1897,825
71,2,1380,420,1553,639
72,3,943,526,1221,1077
72,0,942,525,1216,871
72,1,1615,556,1897,824
72,2,1381,420,1553,639
73,3,943,526,1221,1077
73,0,942,526,1216,870
73,2,1380,420,1553,639
73,1,1616,556,1897,830
74,3,943,526,1221,1077
74,0,942,526,1216,870
74,2,1380,420,1553,638
74,1,1616,556,1897,832
75,0,942,526,1216,871
75,2,1379,420,1553,639
75,3,943,527,1223,1077
75,1,1616,557,1897,829
76,0,942,526,1216,871
76,1,1616,557,1897,830
76,2,1379,420,1553,639
76,3,943,527,1221,1077
77,0,942,526,1216,871
77,3,943,526,1222,1077
77,1,1616,557,1897,834
77,2,1379,420,1553,636
78,3,943,527,1222,1077
78,0,942,526,1216,871
78,2,1379,420,1553,637
78,1,1616,556,1896,827
79,0,942,526,1216,871
79,3,943,527,1222,1077
79,1,1615,556,1896,827
79,2,1379,421,1551,634
80,3,943,527,1221,1077
80,1,1615,556,1896,826
80,0,942,526,1215,871
80,2,1378,421,1551,635
81,3,942,527,1221,1077
81,0,941,526,1215,871
81,2,1378,421,1552,636
81,1,1615,556,1896,821
82,2,1378,420,1552,636
82,3,942,526,1220,1077
82,0,941,526,1214,872
82,1,1614,556,1896,818
83,3,942,525,1220,1077
83,0,941,525,1213,872
83,1,1613,556,1896,820
83,2,1377,420,1552,638
84,3,942,524,1219,1077
84,0,941,523,1213,873
84,1,1613,556,1896,822
84,2,1378,420,1552,638
85,3,942,521,1218,1077
85,0,941,521,1212,873
85,1,1613,556,1896,825
85,2,1375,420,1552,638
86,1,1612,557,1896,825
86,3,941,520,1217,1077
86,0,940,519,1212,873
86,2,1373,420,1551,637
87,3,941,517,1217,1077
87,1,1612,557,1896,827
87,0,940,517,1210,872
87,2,1376,419,1551,638
88,2,1375,418,1551,638
88,1,1612,557,1896,825
88,3,941,514,1215,1077
88,0,940,514,1209,871
89,3,941,510,1214,1077
89,2,1375,417,1551,639
89,1,1613,557,1896,828
89,0,940,511,1206,871
90,1,1613,557,1897,826
90,3,941,507,1213,1077
90,2,1376,417,1551,638
90,0,939,507,1205,872
91,1,1614,557,1896,827
91,2,1373,417,1551,637
91,0,938,505,1199,872
91,3,939,505,1205,1077
92,1,1614,557,1896,827
92,0,938,503,1195,873
92,2,1373,415,1550,635
92,3,939,503,1196,1077
93,1,1614,557,1896,825
93,2,1374,413,1552,635
93,0,937,502,1191,872
94,1,1613,557,1896,824
94,2,1373,412,1550,636
94,0,936,498,1184,870
94,3,936,498,1186,1077
95,1,1613,557,1896,821
95,2,1372,411,1552,634
95,0,933,496,1176,870
96,1,1613,557,1896,821
96,2,1370,409,1551,634
96,0,931,494,1167,870
96,3,931,493,1168,1076
97,1,1613,557,1896,826
97,3,929,491,1166,1075
97,0,929,493,1166,866
97,2,1369,406,1557,635
98,3,928,487,1165,1072
98,0,929,489,1164,864
98,1,1613,557,1896,832
98,2,1367,405,1551,628
99,1,1613,558,1896,832
99,0,927,486,1163,865
99,2,1365,403,1552,627
99,3,925,484,1163,1073
100,1,1613,558,1896,831
100,0,926,482,1164,863
100,2,1360,402,1552,625
101,1,1613,557,1895,827
101,0,925,479,1165,861
101,2,1356,402,1553,629
102,1,1613,557,1896,830
102,0,925,477,1167,861
102,2,1355,402,1553,633
102,3,923,475,1169,1069
103,1,1613,557,1896,831
103,0,924,474,1169,861
103,3,922,472,1171,1073
103,2,1352,402,1555,657
104,1,1613,558,1895,827
104,3,924,471,1173,1073
104,2,1350,402,1555,654
104,0,925,471,1173,860
105,1,1612,558,1895,829
105,2,1348,403,1556,652
105,0,923,469,1175,858
105,3,922,469,1176,1071
106,1,1612,558,1895,830
106,0,923,469,1178,855
106,2,1347,403,1556,643
107,0,923,469,1182,853
107,2,1346,401,1558,643
107,1,1612,558,1895,823
108,1,1611,558,1895,822
108,2,1345,401,1559,645
108,0,923,469,1188,854
108,4,1345,401,1564,783
109,1,1611,558,1895,823
109,0,923,468,1188,851
109,2,1345,401,1560,646
109,4,1345,402,1564,758
110,1,1612,558,1895,825
110,0,924,467,1185,849
110,2,1345,401,1569,649
110,4,1345,402,1584,741
111,1,1612,558,1894,830
111,0,924,466,1180,849
111,2,1344,401,1562,647
111,4,1344,401,1565,767
112,1,1612,558,1895,832
112,2,1344,400,1561,645
112,4,1344,400,1563,768
112,0,925,466,1177,848
113,1,1612,558,1895,830
113,2,1344,400,1561,642
113,0,926,464,1174,848
113,4,1344,400,1562,778
114,1,1612,558,1894,830
114,4,1343,399,1562,780
114,0,926,462,1177,846
114,2,1344,399,1561,638
115,1,1612,558,1894,833
115,4,1343,399,1562,778
115,0,927,461,1176,844
115,2,1343,398,1561,640
116,1,1612,558,1894,832
116,4,1342,398,1563,780
116,0,930,461,1175,843
116,2,1344,398,1561,636
117,1,1611,558,1894,830
117,0,929,460,1177,842
117,4,1342,395,1562,784
117,2,1343,396,1560,633
118,1,1611,558,1894,830
118,2,1342,396,1560,638
118,0,934,461,1186,841
118,4,1341,397,1561,759
119,1,1611,558,1894,832
119,2,1339,396,1560,636
119,0,937,461,1196,837
119,4,1338,396,1561,784
120,2,1338,396,1559,637
120,1,1610,558,1894,827
120,0,938,461,1204,834
121,1,1612,558,1894,823
121,2,1335,395,1559,641
121,0,943,460,1213,832
122,1,1612,558,1894,824
122,2,1334,395,1558,640
122,0,945,458,1224,817
123,1,1613,558,1894,829
123,2,1330,395,1557,641
123,0,952,457,1235,806
124,1,1613,558,1894,830
124,2,1329,394,1557,648
124,0,967,457,1256,791
125,1,1613,558,1894,829
125,2,1329,393,1555,652
125,0,973,456,1268,787
126,2,1329,393,1555,652
126,1,1612,558,1894,831
126,0,978,456,1273,787
127,1,1613,558,1894,833
127,0,983,456,1288,788
127,2,1316,393,1553,648
128,1,1612,558,1894,835
128,2,1314,393,1551,649
128,0,989,455,1290,790
129,1,1612,558,1894,834
129,0,989,454,1292,789
129,2,1311,394,1550,654
129,4,1305,395,1552,772
130,1,1612,558,1895,828
130,0,989,454,1299,791
130,4,1300,395,1550,777
130,2,1307,395,1548,659
130,5,989,454,1302,1063
131,1,1612,558,1894,829
131,4,1293,396,1549,783
131,0,991,453,1310,790
132,1,1611,558,1895,825
132,0,993,452,1312,789
132,4,1299,398,1548,783
132,5,992,453,1315,1063
132,2,1302,397,1545,652
133,2,1301,398,1545,652
133,1,1611,558,1895,821
133,5,995,453,1310,1063
133,0,997,452,1306,790
134,1,1611,558,1895,821
134,2,1297,401,1544,651
134,5,996,453,1299,1063
134,0,998,452,1295,790
134,4,1298,401,1545,770
135,1,1611,558,1895,822
135,2,1296,401,1543,647
135,0,1002,452,1315,792
136,1,1611,558,1895,820
136,2,1296,403,1539,652
136,5,1005,452,1261,1065
136,0,1004,451,1267,791
137,2,1296,403,1539,652
137,1,1612,558,1895,828
137,0,1006,449,1289,790
137,5,1005,449,1287,1063
138,1,1612,558,1895,829
138,2,1298,404,1536,655
138,5,1007,451,1272,1065
138,0,1007,449,1271,789
139,1,1612,558,1895,829
139,5,1008,450,1278,1065
139,0,1009,448,1276,788
139,2,1291,406,1534,652
140,1,1612,558,1895,825
140,2,1292,408,1534,650
140,0,1012,448,1325,790
