frame,person_id,head_yaw,body_lean_x,body_down_lean,body_rot_shrink,crawl_diag,reach_norm,reach_dx,reach_dy,shoulder_width,lw_x,lw_y,rw_x,rw_y,nose_conf,le_conf,re_conf,ls_conf,rs_conf,lh_conf,rh_conf,lw_conf,rw_conf
1,0,0.003857493916247068,-0.2602630700056035,-1.407151129748735,0.4653917591833241,1.4310175287402607,1.067348971753596,-0.7636040527000864,0.745749742342203,76.57293701171875,805.7071533203125,637.3015747070312,732.8533325195312,631.6566162109375,0.9736018180847168,0.9603495001792908,0.9286985397338867,0.99685138463974,0.9945429563522339,0.9895737767219543,0.9863947629928589,0.9630794525146484,0.9252375364303589
1,1,0.019649744731048826,0.005010187863970628,-1.7353047141313083,0.5520559323767469,1.7353119468466682,1.4583559786651012,0.5273379370509297,1.359675277650923,101.3072509765625,1182.480224609375,803.4823608398438,1074.0643310546875,795.8492431640625,0.9681817889213562,0.9129378795623779,0.9568172097206116,0.9938914775848389,0.9949138164520264,0.9783705472946167,0.978939950466156,0.9354777932167053,0.9430511593818665
2,1,0.0178570997904201,0.006171030703817055,-1.7216654125637,0.5531038435960997,1.7216764720580005,1.4499014286536305,0.5273285918594247,1.3506067928969538,101.230224609375,1182.95458984375,801.7974853515625,1077.1431884765625,797.7796020507812,0.9611092805862427,0.8985257744789124,0.9451395869255066,0.9933876991271973,0.9938974976539612,0.9783926010131836,0.9777602553367615,0.9391525387763977,0.9384791254997253
2,0,0.0037001936758013377,-0.21127080265739737,-1.4505502587114358,0.47034054726225283,1.4658551787619793,1.054995085119316,-0.7541422451763913,0.7377561275016458,76.768310546875,804.8699951171875,636.2456665039062,733.40185546875,631.315185546875,0.9732577800750732,0.9599365592002869,0.9275568723678589,0.9966752529144287,0.9940576553344727,0.9881360530853271,0.9842909574508667,0.9615076184272766,0.9194862246513367
2,2,0.0031571163188874696,-0.023218846027181834,-1.5342785393529017,0.4482909476280075,1.5344542193006956,1.2304059256837598,-0.9335146193207009,0.8015292867214752,71.72381591796875,813.8780517578125,628.7705688476562,726.332763671875,633.0238037109375,0.973253607749939,0.9686873555183411,0.9546763896942139,0.9902814626693726,0.990242063999176,0.9281396865844727,0.9251678586006165,0.9008533954620361,0.8817703723907471
3,0,0.0024042064920915783,-0.10736831531691637,-1.4633558441959835,0.48268482253370537,1.4672894335735307,1.0663415287018467,-0.774278892589187,0.7331960531297569,78.9910888671875,805.3557739257812,640.1317138671875,730.6678466796875,631.4832763671875,0.9700130820274353,0.9589827656745911,0.9121549129486084,0.995232880115509,0.9887599945068359,0.9863457083702087,0.9790727496147156,0.9693716764450073,0.9117087125778198
3,2,0.006707237718215056,-0.06770530677223312,-1.4566210563908863,0.5075994008826283,1.4581937150071742,0.9777707287055262,-0.6833422616885789,0.6993417986247307,80.666015625,806.3845825195312,634.8533935546875,738.2611083984375,631.2881469726562,0.9745071530342102,0.9521809816360474,0.9308766722679138,0.9923914074897766,0.9924817681312561,0.9504824280738831,0.9486517906188965,0.9367200136184692,0.9333724975585938
3,1,0.011264327460971979,0.006540577235403084,-1.7102971125953987,0.5429887960708878,1.7103096189002536,1.5893871341391403,0.5397848287579164,1.4949193291980059,99.4393310546875,1183.9388427734375,808.6814575195312,1075.52099609375,797.2164916992188,0.9672832489013672,0.894684374332428,0.9460663795471191,0.9905879497528076,0.9944661259651184,0.980344295501709,0.9837073683738708,0.9483826756477356,0.9692167639732361
4,0,0.0007054440311618195,-0.10510922579936134,-1.4650207337856225,0.48112198724572014,1.4687864718092636,1.058052983898044,-0.7709253351536344,0.724672508346916,78.8631591796875,806.1963500976562,639.6109619140625,731.2196044921875,631.0501098632812,0.9709270596504211,0.9607490301132202,0.9135847091674805,0.9953033924102783,0.988721489906311,0.9861962795257568,0.9786539673805237,0.969235360622406,0.9093364477157593
4,1,0.011705437661069249,0.0024343437933117737,-1.671008515607863,0.544032995110077,1.6710102887964806,1.58375642395411,0.5342401207797253,1.490929878889405,99.6131591796875,1184.3162841796875,809.1633911132812,1076.4842529296875,796.5306396484375,0.9689345359802246,0.899153470993042,0.9488787055015564,0.9906531572341919,0.994635283946991,0.9787024855613708,0.9825512766838074,0.9478686451911926,0.9700642228126526
4,2,0.00547371746472976,-0.06330768980781337,-1.463485373063037,0.5074498555229596,1.4648540202894824,0.9669247134657374,-0.6751196584490995,0.692211563242315,80.75811767578125,806.4677124023438,634.078369140625,738.7657470703125,631.0536499023438,0.9747335910797119,0.9525797963142395,0.9312366843223572,0.9926111102104187,0.9926130771636963,0.9523114562034607,0.9502134919166565,0.9388696551322937,0.9346436262130737
5,0,0.0005104252826556874,-0.11275632727485171,-1.4515288159670867,0.48293276611635655,1.4559017456282295,1.044558075257886,-0.7485625071105931,0.7285298521919076,79.399169921875,805.89794921875,641.797607421875,732.1483154296875,631.8605346679688,0.9712164402008057,0.9601937532424927,0.9161572456359863,0.9953023195266724,0.9890105128288269,0.9860402345657349,0.9786625504493713,0.9695907235145569,0.9129079580307007
5,1,0.01092948411560399,0.006918248243169379,-1.6687498008475927,0.5430878500141931,1.668764141509409,1.5803267653931958,0.5456297995730173,1.483145578571446,99.604248046875,1186.0718994140625,808.6338500976562,1075.9427490234375,795.6865234375,0.9651046991348267,0.8866162300109863,0.9432051181793213,0.9898751378059387,0.9942919015884399,0.979436457157135,0.98331218957901,0.9476373195648193,0.970493733882904
