frame,person_id,head_yaw,body_lean_x,body_down_lean,body_rot_shrink,crawl_diag,reach_norm,reach_dx,reach_dy,shoulder_width,lw_x,lw_y,rw_x,rw_y,nose_conf,le_conf,re_conf,ls_conf,rs_conf,lh_conf,rh_conf,lw_conf,rw_conf
1,0,0.012656140425441486,0.09185328431476719,-0.9891718554093971,0.4894021931864691,0.9934273931060481,1.3157028652935159,-0.683628365599167,1.1241558110376777,71.80328369140625,774.5288696289062,547.9672241210938,687.9537963867188,543.0369873046875,0.4979354441165924,0.2611561715602875,0.35743510723114014,0.9623628258705139,0.9603231549263,0.9973956346511841,0.9971296191215515,0.9799013137817383,0.9751818776130676
1,1,0.006685726125890792,0.047304384562483016,-0.7960758798673577,0.5224540873884866,0.7974801008836666,1.2670270442751437,-0.6545799541895739,1.0848422071885766,75.70367431640625,775.2273559570312,547.4395751953125,687.9631958007812,543.4824829101562,0.5770648121833801,0.4172089397907257,0.4326377809047699,0.9622268676757812,0.9453924298286438,0.9679855108261108,0.9594869017601013,0.9581678509712219,0.9260120391845703
2,1,0.004189615384003677,0.03587952102322519,-0.8147531558296767,0.529148940758879,0.8155427916199575,1.261631338111956,-0.6203191376000585,1.0985981070588478,76.7525634765625,775.4098510742188,546.916748046875,689.8427124023438,545.383056640625,0.6372493505477905,0.4894084632396698,0.4854268431663513,0.9678875803947449,0.9519683718681335,0.9684579968452454,0.9595518112182617,0.9579038023948669,0.922572672367096
2,0,0.009905480752761662,0.07811681541308935,-0.9923602207666302,0.5006710447691568,0.9954300802217491,1.3112590124494339,-0.6423234706722607,1.1431626116845346,73.4080810546875,774.3126831054688,548.322265625,689.838623046875,545.4918212890625,0.6073911786079407,0.3588332533836365,0.45607879757881165,0.9725345969200134,0.9713895320892334,0.9975848197937012,0.9973660111427307,0.981219470500946,0.9772384762763977
3,0,0.0079602615694165,0.07112843729040912,-1.0259787894030852,0.4960715160925319,1.0284414085869917,1.3341369513886778,-0.6053663648558015,1.1888872820254863,72.802734375,773.8681640625,548.6859741210938,692.5283813476562,548.3206787109375,0.6985437273979187,0.4528997838497162,0.5472397804260254,0.9818903207778931,0.9805963039398193,0.9980788230895996,0.9978731870651245,0.9837890863418579,0.9795889258384705
3,1,0.005043090525794831,0.03315305583447147,-0.8735773305605654,0.5312559479409763,0.8742061985484243,1.2652836103247167,-0.5771893841695259,1.1259640444340808,76.9552001953125,775.1815185546875,546.8169555664062,692.7280883789062,548.2723388671875,0.6954189538955688,0.5504188537597656,0.5542202591896057,0.972984254360199,0.9596161246299744,0.968127965927124,0.959210216999054,0.9570002555847168,0.9210475087165833
4,1,-0.0006997554717633992,0.03494722484394526,-0.9324635563334049,0.5512676147413803,0.933118209239448,1.2032188115935891,0.4668813304313305,1.1089442420010844,79.0245361328125,773.6473999023438,550.2633056640625,690.8316650390625,544.10400390625,0.855829656124115,0.743764340877533,0.7716124653816223,0.9676402807235718,0.969070315361023,0.9425174593925476,0.9397460222244263,0.9030121564865112,0.8982145190238953
4,0,-0.00010519563620027035,0.05891865213543187,-0.9744722619671901,0.5305142672009896,0.9762518101969941,1.2900508890340467,-0.5634479965767917,1.160498880417872,77.16741943359375,775.9866333007812,548.6673583984375,691.7835083007812,547.9437255859375,0.777048647403717,0.5038059949874878,0.5475513339042664,0.9876135587692261,0.9858259558677673,0.9976186156272888,0.996862530708313,0.9715648889541626,0.9665800333023071
5,1,-0.0008755828836120909,0.03145211339320675,-0.9459100258302754,0.5500837251558279,0.9464327828235513,1.2031074380242954,0.4761576807538912,1.1048716534007283,78.8746337890625,773.8211059570312,549.6507568359375,691.2841796875,544.9462890625,0.8501290082931519,0.7358377575874329,0.7633553147315979,0.967275857925415,0.9679412841796875,0.9444276094436646,0.9408850073814392,0.901458740234375,0.8927739262580872
5,0,0.0004524868838603709,0.05171107815465085,-0.9805566186671769,0.527024842825097,0.9819192013683834,1.3043919690453778,-0.551519718062798,1.1820593933885089,76.549072265625,776.2110595703125,548.3309326171875,692.7208251953125,548.439697265625,0.7625957131385803,0.47365498542785645,0.5290804505348206,0.9876184463500977,0.9863873720169067,0.9978311657905579,0.9971883893013,0.972399890422821,0.968903660774231
6,0,-0.0007368206831035595,0.05366926243123476,-0.9749931425804329,0.5233362540352378,0.9764691586572415,1.3152411110483007,0.5608029897544923,1.1896886932613888,75.87762451171875,777.0781860351562,547.436767578125,690.6990966796875,546.2005004882812,0.7469840049743652,0.4535265266895294,0.5089977383613586,0.986523449420929,0.985218346118927,0.9977515339851379,0.9970903396606445,0.9718701839447021,0.9685645699501038
6,1,-0.0014989064459219367,0.02951347572294341,-0.9249271028970795,0.5463003656703235,0.925397855477758,1.2273905431379963,0.5012671650537102,1.1203654647585324,78.22271728515625,775.0970458984375,549.4603881835938,689.5279541015625,543.574951171875,0.8427395820617676,0.7259806990623474,0.7513508796691895,0.9670901894569397,0.9674152731895447,0.94771409034729,0.944047212600708,0.906154453754425,0.8963262438774109
7,0,-0.0011674524881482222,0.06135409986109813,-0.9951819421124042,0.5211558774338594,0.9970714234579097,1.315532254752824,0.5563551633788927,1.1920964916803904,75.754638671875,776.97265625,547.5228271484375,689.9259643554688,542.30126953125,0.7713300585746765,0.49676886200904846,0.5364290475845337,0.9872375726699829,0.985541045665741,0.9977059364318848,0.9969968795776367,0.9714825749397278,0.9670768976211548
7,1,-0.0005253521995958586,0.0313086966360053,-0.9402902412664152,0.5393233553843948,0.940811337254127,1.247176733376038,0.5163397193163459,1.135272257447896,77.1431884765625,775.788818359375,548.4993286132812,689.4169921875,540.932373046875,0.8493137359619141,0.7291181683540344,0.7599635124206543,0.9704580307006836,0.9716367125511169,0.9523160457611084,0.9497650265693665,0.9153673648834229,0.9103438258171082
8,1,0.0014429669313434739,0.01861188175643356,-0.9291957651710833,0.5350520571555288,0.9293821453817532,1.2628718990221384,0.529513058452119,1.1464996093625435,76.56005859375,776.5723876953125,548.0115966796875,688.5458374023438,541.0108032226562,0.8450528383255005,0.7251842617988586,0.7512030601501465,0.9709916114807129,0.9715671539306641,0.9543188810348511,0.9513510465621948,0.9203676581382751,0.913372814655304
8,0,-7.24891568302908e-05,0.059228876458340886,-1.0167864751342057,0.5172040995604841,1.0185100862644219,1.3162941019249976,0.5638331460696782,1.189421012995695,75.77911376953125,777.3384399414062,547.2261962890625,688.462890625,542.6378173828125,0.7637503743171692,0.48935285210609436,0.5233341455459595,0.9863157868385315,0.9844820499420166,0.9975335597991943,0.9967668056488037,0.9708268642425537,0.9659827947616577
9,1,0.0028312235153166625,0.01792462820681011,-0.9180407222010599,0.5388112300161713,0.9182156935686713,1.2417370145896407,0.5236645239197885,1.1259157516394622,77.2310791015625,776.272705078125,547.8599243164062,688.2744750976562,540.4754028320312,0.8447418212890625,0.7257630228996277,0.7542192935943604,0.969569206237793,0.9701188802719116,0.9501370787620544,0.9468840956687927,0.9186127185821533,0.9112629294395447
9,0,0.0013070367797038767,0.05937026114411387,-1.0161191896292197,0.5171399659779625,1.0178521677734258,1.292423352447936,0.5571945255221167,1.1661442375113573,76.51361083984375,776.9494018554688,547.0772094726562,687.86474609375,542.2439575195312,0.7611500024795532,0.4807874858379364,0.5241958498954773,0.9857954978942871,0.9845120906829834,0.9974744915962219,0.9967519044876099,0.9707004427909851,0.9670975208282471
10,1,0.0027536787765130495,0.01854086071030529,-0.8833645891135568,0.5427651636221497,0.883559143926224,1.2413041753998084,0.5299874714885978,1.1224746482349262,77.6549072265625,776.7528686523438,548.1986694335938,688.2119140625,541.0175170898438,0.8426666259765625,0.7229779958724976,0.7507385015487671,0.9695321321487427,0.9697437286376953,0.9499691128730774,0.946338415145874,0.9219722747802734,0.9136988520622253
10,0,0.0016659506001806242,0.055266516226279136,-1.0073939510848209,0.5198377474934938,1.008908796917777,1.2924933430884735,0.5709089155458699,1.1595697702502672,76.57098388671875,777.6372680664062,546.8002319335938,687.7724609375,542.41015625,0.7545270323753357,0.4719633162021637,0.5235226154327393,0.9842221140861511,0.983025848865509,0.9969760179519653,0.9961554408073425,0.9683826565742493,0.9654130339622498
11,0,0.0020501912928339986,0.050553746602244584,-0.9917021561025915,0.5215754239153386,0.992989852774968,1.281224007197267,0.5760229869691703,1.1444354394642529,76.70361328125,777.6043701171875,545.9806518554688,686.5989379882812,542.6309204101562,0.7335841655731201,0.4455847144126892,0.5013465285301208,0.9822669625282288,0.9808510541915894,0.9966068267822266,0.9956884980201721,0.9660596251487732,0.9629936814308167
