frame,person_id,head_yaw,body_lean_x,body_down_lean,body_rot_shrink,crawl_diag,reach_norm,reach_dx,reach_dy,shoulder_width,lw_x,lw_y,rw_x,rw_y,nose_conf,le_conf,re_conf,ls_conf,rs_conf,lh_conf,rh_conf,lw_conf,rw_conf
1,0,-0.022405198177453334,0.12188663588261232,-1.1052871307138308,0.48929311425272876,1.1119874070008138,1.1446745809156362,-0.5720988376365685,0.9914548987065798,79.73046875,783.16015625,522.7880859375,700.3372192382812,524.5717163085938,0.9828395247459412,0.9207962155342102,0.954132616519928,0.9969700574874878,0.9990125894546509,0.9988105297088623,0.9991307854652405,0.9847005605697632,0.9940127730369568
1,1,0.0009809339177854128,0.08463762523071142,-1.0605072569915535,0.5131523789440102,1.0638793022408337,0.9736980741217445,-0.49955751899486095,0.8357812062759566,60.41705322265625,738.9794921875,398.83099365234375,687.0819091796875,412.42864990234375,0.9703172445297241,0.9358827471733093,0.9501023888587952,0.9912447333335876,0.9894994497299194,0.9232094883918762,0.9169233441352844,0.9371079206466675,0.9173159003257751
2,0,-0.017661357680226118,0.09002529914116074,-1.1025031321305145,0.49539009233433906,1.10617255021224,1.1062092600648639,-0.5477143012776672,0.9610972745925204,80.67529296875,782.9688110351562,520.7291259765625,702.54052734375,523.5806884765625,0.978593111038208,0.9111688733100891,0.9368626475334167,0.9969203472137451,0.9979913234710693,0.998519241809845,0.9985632300376892,0.9824764728546143,0.9875218272209167
2,1,0.0016366479669352603,0.09995185139479226,-1.031895669255497,0.5137996368093198,1.0367251539465494,0.9674269054404145,-0.4812544127792063,0.8392312002961746,60.3397216796875,738.1647338867188,398.7752685546875,688.1736450195312,412.5036315917969,0.9702566266059875,0.9350698590278625,0.9498807787895203,0.9914554953575134,0.9897043108940125,0.9271811842918396,0.9210415482521057,0.9384742975234985,0.9188265800476074
3,0,-0.018697240225847327,0.1134262545618533,-1.0721347917092137,0.49326262238885454,1.0781180486464779,1.1351406304500198,-0.5561300603641284,0.9895774890618013,80.39385986328125,782.7150268554688,521.0845336914062,701.4685668945312,523.263427734375,0.9821589589118958,0.9154113531112671,0.9532551169395447,0.9969197511672974,0.9990087747573853,0.9988366961479187,0.9991546869277954,0.9848624467849731,0.9942163228988647
3,1,0.0032918012613444084,0.09993949648771984,-1.0568656104189098,0.5077351267847491,1.0615803414929808,0.963322027070468,-0.4676152386812285,0.8422145310977799,59.5184326171875,738.9584350585938,396.8704528808594,689.70263671875,411.56427001953125,0.9692118167877197,0.9317952394485474,0.9477245807647705,0.9918950200080872,0.9901825785636902,0.9299730658531189,0.9239340424537659,0.9450885653495789,0.9271864295005798
4,0,-0.016496483486854164,0.11391063830431812,-1.0756625934795683,0.49307483681264197,1.0816772386114484,1.1362217016402145,-0.5488365893079218,0.994875948807203,80.5872802734375,783.6521606445312,520.150634765625,702.1685791015625,523.10205078125,0.9798336625099182,0.9013714790344238,0.9489006400108337,0.9965994954109192,0.998940646648407,0.9987320303916931,0.9990921020507812,0.9846343398094177,0.9943683743476868
4,1,0.003278725156902438,0.11051731335491387,-1.0301847380828801,0.5132797068320367,1.0360958793133388,0.9410090918906935,-0.4365960779215239,0.8335958107887121,60.09088134765625,738.1823120117188,397.02459716796875,692.0132446289062,411.048095703125,0.9678922295570374,0.9304755926132202,0.9449053406715393,0.9909919500350952,0.9887781739234924,0.918739378452301,0.9107084274291992,0.9413030743598938,0.9197471141815186
5,0,-0.016081649751509036,0.12016946893386904,-1.0901883199725804,0.489129378940121,1.096791354027048,1.1376060117968063,-0.5547472247081897,0.9931782089609079,80.13458251953125,783.8910522460938,519.9826049804688,702.4603271484375,522.2454833984375,0.9783867597579956,0.8961808681488037,0.9440484642982483,0.9965590834617615,0.9989032745361328,0.9988089799880981,0.9991355538368225,0.9849708676338196,0.9943327903747559
5,1,0.002477951076350544,0.11425250492917619,-1.0401239984065271,0.5160297600325209,1.046380221020912,0.8725362715217881,-0.36653959225249483,0.7918132812933352,60.51910400390625,735.7283935546875,396.7639465332031,696.4373168945312,408.661865234375,0.9658574461936951,0.9277828335762024,0.93827223777771,0.9912090301513672,0.988283097743988,0.9200842976570129,0.9094513058662415,0.9445362687110901,0.9182795882225037
