frame,person_id,head_yaw,body_lean_x,body_down_lean,body_rot_shrink,crawl_diag,reach_norm,reach_dx,reach_dy,shoulder_width,lw_x,lw_y,rw_x,rw_y,nose_conf,le_conf,re_conf,ls_conf,rs_conf,lh_conf,rh_conf,lw_conf,rw_conf
1,0,0.021111348371468372,-0.0014311883693408516,-1.4967328466628027,0.5472254085110753,1.4967335309197445,1.5776649101066396,0.805841376068356,1.3563355946070461,156.0648193359375,1190.634765625,950.48974609375,1002.7274780273438,914.5667724609375,0.9883847236633301,0.9511339068412781,0.9905543923377991,0.9923205971717834,0.9959795475006104,0.9345836639404297,0.9467562437057495,0.921133279800415,0.9586924910545349
1,1,-0.0099385740071911,0.10117383652749572,-1.4065757912548613,0.5389840598165876,1.4102097722473532,0.9563691604419967,-0.2666360719626153,0.9184482436005181,151.350830078125,1786.2528076171875,900.7593994140625,1705.235595703125,912.105712890625,0.9778788089752197,0.905476450920105,0.9674367308616638,0.9717884063720703,0.9936124682426453,0.7276999950408936,0.827947199344635,0.8957294225692749,0.9718500375747681
1,2,-0.013423357800564053,0.003703703703703704,-1.6754890110916334,0.6191825680035107,1.6754931046441057,1.2108610536964746,-0.4880203955846921,1.1081609020590362,114.37591552734375,1026.0592041015625,707.7073364257812,907.8268432617188,716.0385131835938,0.9852596521377563,0.9506549835205078,0.9840306043624878,0.985152006149292,0.9960238933563232,0.9370869994163513,0.966116189956665,0.6593367457389832,0.9059033393859863
2,1,-0.007192593282204551,0.1113250840286227,-1.4011837040651556,0.5400507436188416,1.4055991771738234,0.9511005592891543,-0.2581813541529562,0.9153877114359183,152.10009765625,1785.1519775390625,901.0948486328125,1706.224365234375,911.9573974609375,0.9778990745544434,0.9040895700454712,0.9679527878761292,0.9714742302894592,0.9935674071311951,0.7252681255340576,0.8264068365097046,0.8958524465560913,0.9719290733337402
2,0,0.019530287685106618,-0.05139130570795093,-1.4789992218385726,0.5481517694815892,1.4798918083770418,1.4963895870233872,0.8065001896524082,1.2604519983889322,156.0858154296875,1188.61669921875,940.311279296875,1006.289794921875,914.056640625,0.9837717413902283,0.8680431246757507,0.9808351397514343,0.9809563755989075,0.9963460564613342,0.8656720519065857,0.9271891117095947,0.9232662916183472,0.9878025650978088
2,2,-0.012304382242611298,0.009196924450448474,-1.6591286333578017,0.620550792831589,1.6591541234758975,1.2111574472724342,-0.48778484363896707,1.1085884305726756,114.5787353515625,1025.9586181640625,707.8775024414062,908.2608032226562,716.1369018554688,0.9851837158203125,0.9507147669792175,0.9837695360183716,0.9850872755050659,0.9959774613380432,0.933519721031189,0.9640311598777771,0.6628928184509277,0.9069132804870605
3,0,0.016086856119571148,-0.051704183125481175,-1.5062430393032753,0.5452259934676758,1.5071301921208538,1.4781151925460843,0.8119470044859244,1.235138285513765,155.14837646484375,1187.722412109375,934.25634765625,1006.75732421875,914.2937622070312,0.9837517738342285,0.869778573513031,0.9804752469062805,0.9811881184577942,0.9963998794555664,0.868090808391571,0.9286879301071167,0.9248421788215637,0.9880049824714661
3,1,-0.00795819351085161,0.11495266081616637,-1.3949944816904807,0.5404272300206101,1.399722729034436,0.9404139476695578,-0.24258145000875098,0.9085882637823876,152.7452392578125,1785.15576171875,901.0574951171875,1707.875732421875,911.6918334960938,0.9781694412231445,0.9034306406974792,0.9686642289161682,0.9723044037818909,0.9938114285469055,0.733468234539032,0.8327458500862122,0.8973796367645264,0.9727569222450256
3,2,-0.011655730452071663,0.02436341636327777,-1.6828480887832284,0.6229203773037716,1.6830244401012884,1.2002354514849407,-0.4875764246840402,1.0967380585598312,114.5037841796875,1020.1254272460938,710.53076171875,908.0169067382812,715.3816528320312,0.9848451018333435,0.9472077488899231,0.9838932752609253,0.9846560955047607,0.9961744546890259,0.9327414035797119,0.9650919437408447,0.6587636470794678,0.9142096638679504
4,1,-0.010126155639456501,0.11632169608003254,-1.3956740176063893,0.5397902862095416,1.400513013292092,0.9472055824972054,-0.2446168897086844,0.9150743099787686,152.47705078125,1784.63427734375,901.3229370117188,1707.3271484375,911.7020874023438,0.9782304763793945,0.9046196937561035,0.968137800693512,0.9728367924690247,0.9939939379692078,0.7402883172035217,0.8384435772895813,0.8984267711639404,0.9732651114463806
